accelerometer_X,accelerometer_Y,accelerometer_Z
3.5290529999999998,-7.436389999999999,1.9057849999999998
0.986411,-17.3005,-0.38307199999999997
-4.582502,-7.862558,9.792285000000001
1.9105729999999999,-5.985504,-1.599327
4.458004,-6.914453999999999,-5.401319
2.475605,-8.705316999999999,-0.37349499999999997
-1.120486,-5.803545,2.044648
-2.39899,-8.451532,4.055778
5.64074,-8.566454,1.029507
-0.8283940000000001,-0.483629,10.582372
4.491523,-7.393294999999999,-1.58975
4.97994,-10.127473,-14.422671
1.106121,-7.1155669999999995,2.240973
1.355118,-8.667010000000001,1.479617
2.149993,-7.474697,5.93762
8.288725999999999,-10.783484,-3.165135
-0.9911989999999999,-19.416977,4.074930999999999
7.062895,-8.063671000000001,-0.972046
0.766145,-4.788403,-0.9816229999999999
0.028730000000000002,-6.545747,-0.6464340000000001
6.952762,-11.247959,0.344765
6.895301,-13.982138,-2.5043349999999998
-1.417367,-19.349937,0.177171
0.320823,-3.7158010000000004,-9.653421
-4.649539,-15.054739999999999,1.192313
4.242526,-16.539145,-10.836157
6.789956,-6.947972999999999,-3.007117
0.933739,-4.606444000000001,-0.512359
3.2896330000000003,-7.4699089999999995,-0.043095999999999995
-1.6519990000000002,-17.535133,-2.2505490000000004
