accelerometer_X,accelerometer_Y,accelerometer_Z
-2.269703,-2.782062,2.39899
1.479617,-9.251195,-0.857124
5.152323,-11.702858,-2.27928
1.637634,-22.720974,-10.491392
-2.346318,-3.270479,1.063026
-1.685518,-7.580042,-1.623269
-1.80044,-7.465121000000001,-3.0693669999999997
-0.124498,-12.559982000000002,6.7516490000000005
1.7525560000000002,-17.501614,-3.801992
2.331953,-9.744401,-7.407660000000001
3.222596,-8.920795,-3.08852
-3.4572269999999996,-2.715025,0.14844100000000002
2.2649150000000002,-9.931149000000001,-4.659116
0.9912,-10.903194000000001,-8.183380999999999
2.226608,-8.044516999999999,-2.341529
-1.647211,-11.851298,6.775591
8.39886,-13.771448000000001,-2.566584
2.494758,-10.328586999999999,-8.690952000000001
0.8236049999999999,-7.383717999999999,-3.5960910000000004
-6.224924,-12.23437,-26.230873
1.273715,-6.502651,-3.5721489999999996
0.7230489999999999,-6.871359,-4.079719
2.226608,-7.575253999999999,-12.555194
3.284845,-11.96622,-3.8929720000000003
3.945645,-11.760319,-8.09719
2.801216,-9.327810000000001,-5.133168
-1.35033,-3.380613,-0.057461
-0.253785,-6.373365,0.20590100000000003
-1.608903,-6.502651,-3.9983169999999997
1.685518,-10.146626,-1.1156979999999999
