accelerometer_X,accelerometer_Y,accelerometer_Z
-2.911349,-8.556877,-1.848324
-3.002329,-13.148954999999999,0.646435
-5.06613,-9.428367,0.732626
-8.614338,-15.021220999999999,-1.436521
0.349553,-6.5792660000000005,-6.995857000000001
-2.9209259999999997,-10.726024,-0.14844100000000002
-3.6535519999999995,-10.951078,-4.003105000000001
-9.332599,-18.492813,-6.440402
-5.755661,-13.891157999999999,1.273715
-7.196969999999999,-11.358092999999998,1.685518
-10.036493,-12.765883,-0.6464340000000001
-0.15801700000000002,-2.930503,-7.479486
-2.604891,-7.661445,-0.11971
-1.4077899999999999,-13.340492000000001,-3.916914
-2.255338,-14.398729000000001,-2.801216
-7.517792999999999,-11.947066,-1.6567880000000001
-1.996764,1.393425,2.652776
-4.189853,-10.275913000000001,1.1300629999999998
0.8379709999999999,-11.693280999999999,-1.1300629999999998
-3.122039,-11.985373,-1.393425
-2.0781669999999997,-4.209007,-1.244985
-1.877054,-6.943185000000001,-1.915361
-5.473145,-10.730812,-1.077391
2.987964,-5.0182459999999995,1.647211
0.675165,-11.60709,-2.662352
-1.278504,-2.700659,0.924162
-4.424484,-10.726024,-1.082179
0.646435,-0.641646,-1.04866
-1.623269,-6.603208,0.071826
-4.3239279999999995,-2.671929,3.485958
