accelerometer_X,accelerometer_Y,accelerometer_Z
2.226608,-7.575253999999999,-12.555194
3.284845,-11.96622,-3.8929720000000003
3.945645,-11.760319,-8.09719
2.801216,-9.327810000000001,-5.133168
-1.35033,-3.380613,-0.057461
-0.253785,-6.373365,0.20590100000000003
-1.608903,-6.502651,-3.9983169999999997
1.685518,-10.146626,-1.1156979999999999
-0.47405200000000003,-4.13718,-1.249773
-0.761356,-9.203311,-2.1787229999999997
-1.278504,-4.1419690000000005,0.253785
-0.3304,-6.105214,-3.284845
1.455675,-7.479486,-3.8642410000000003
1.613692,-9.150639,-4.151545
1.2162549999999999,-9.792285000000001,0.636858
-2.54743,-7.086836999999999,-2.585738
-1.2066780000000001,-9.433155000000001,-2.202665
-3.1028849999999997,-4.644751,-2.456451
0.282516,-9.251195,-0.933739
-3.20823,-4.711789,0.885855
2.418144,-8.571242,-1.675941
-5.861006,-6.397307,-3.3758239999999997
2.9592330000000002,-6.081272,-3.136404
-7.805097,-8.365341,-2.130839
-0.842759,-6.119579,-1.61848
-1.814805,-7.259219,-1.043872
-0.617704,-6.301539,-1.067814
-1.685518,-8.403648,0.550666
2.48997,-15.964537,-0.8379709999999999
-0.483629,-15.078682,-6.253655
