accelerometer_X,accelerometer_Y,accelerometer_Z
1.3886370000000001,11.286267,0.20111300000000001
3.768474,-11.908759,0.502782
6.272809,11.147403,-0.47405200000000003
21.86385,22.409727,6.924032
7.747636999999999,-2.954445,-4.31914
26.561273999999997,27.064056,20.101715
5.204994999999999,-6.344633999999999,-5.4061069999999996
0.986411,-6.229712999999999,-3.184288
5.377377,10.534488,-0.263362
11.57836,2.0781669999999997,0.952892
21.159954,3.394978,2.600103
-5.4396260000000005,7.0245880000000005,0.09576799999999999
-0.057461,-15.902287,-3.0741549999999997
12.411541999999999,16.405070000000002,15.705963
1.556231,6.229712999999999,11.228806
4.13718,-3.5146879999999996,-1.8866310000000002
18.095375,18.83758,6.823475
1.580173,11.065999999999999,4.165911
5.276821,-9.457097000000001,-1.340753
-1.288081,6.019023000000001,1.173159
28.328194,22.749704,18.411410999999998
6.588842999999999,-0.8236049999999999,1.101333
-3.313575,4.074930999999999,-4.520251999999999
20.618866,0.9912,15.093047
10.630256,-2.667141,0.229843
-3.414132,4.774039,-4.0845080000000005
5.003882,-9.179369,-2.5091229999999998
12.866439999999999,26.345795000000003,18.26776
3.193865,16.026787,2.298434
3.5865139999999998,-6.95755,-2.873042
