accelerometer_X,accelerometer_Y,accelerometer_Z
-0.732626,-8.408437,-1.283292
-4.3478699999999995,-1.5610190000000002,4.1419690000000005
0.162806,-5.9184660000000004,-2.8969840000000002
4.486733999999999,-8.111555000000001,-0.076614
19.206285,-22.73534,-7.5561
-2.801216,-14.269442999999999,7.091625
-1.532289,-29.515718,-25.196576999999998
5.1092260000000005,-10.050858,1.359907
0.292093,-2.624045,-7.201759
7.115568,-13.239935999999998,0.45489799999999997
4.879383,-21.883003,-12.636597
0.038307,-11.990162,-4.601655
-3.888183,-0.311246,5.650316
1.292869,-6.737283000000001,0.12928699999999999
4.467581,-6.306327,-0.531513
9.035717,-17.48725,-3.145981
-0.919373,-4.022259,3.624822
2.336741,-12.823344,-0.617704
-5.24809,-19.292476999999998,-2.269703
-1.297657,-10.132261,17.975666
0.943315,-12.713211,-3.969586
-2.767697,-21.921310000000002,-27.341784000000004
0.316035,-7.220911999999999,1.154005
-0.842759,-3.801992,5.056554
-1.149217,-7.5369470000000005,1.647211
-2.183512,-1.891419,3.4428620000000003
-1.594538,-8.690952000000001,0.277727
-1.441309,-14.738706,-2.059013
-2.600103,-6.29675,8.341399000000001
4.989517,-14.9063,-4.501099
