accelerometer_X,accelerometer_Y,accelerometer_Z
-1.532289,-12.363658000000001,-1.249773
-2.873042,-1.915361,2.494758
0.56982,-10.371682,-2.446874
-2.011129,-1.8052279999999998,1.647211
-2.8969840000000002,-8.805874000000001,-2.2313959999999997
-8.025364,-14.542380999999999,-0.7230489999999999
16.97968,14.283807999999999,36.59298
-3.9983169999999997,-12.526464,-1.996764
-5.363012,-4.79798,-10.606314
-3.916914,-6.938396000000001,-2.30801
-1.493982,-2.0781669999999997,1.9871869999999998
-3.7636849999999997,-8.590396,-2.992752
-8.485051,-12.842497999999999,-2.461239
-6.631939,1.723825,1.359907
-5.386954,-13.081918,-3.615245
-14.609419,-13.752295000000002,-16.385916
-1.723825,-7.489063000000001,2.30801
0.59855,-6.440402,0.857124
-4.491522,-7.747636999999999,-2.552219
-4.118027,-12.090717999999999,-0.92895
-8.09719,-2.3319520000000002,-3.490746
-0.507571,-14.796166,-2.810793
-9.131485000000001,-13.019669,-16.960526
-3.7493199999999995,-6.799533,-0.684742
-1.096544,-2.96881,2.202666
-5.123591,-8.441956,0.909797
-2.557007,-2.8969840000000002,2.9592330000000002
-6.052541000000001,-7.254430999999999,0.818817
-5.243302,-11.894394,2.94008
-4.515464,-18.918982,-12.349293
