accelerometer_X,accelerometer_Y,accelerometer_Z
-16.79772,-12.310986,-15.040375
-5.521029,-7.905653999999999,-2.9975400000000003
-1.6280569999999999,0.349553,2.873042
-6.411672,-6.186617,-1.436521
-6.526593,-11.501745,-1.225831
-1.843535,-5.410896,12.77546
0.464475,-13.848063,-2.470816
-18.200722,-15.658079,-15.959748000000001
-5.200206,-9.552864999999999,-3.351882
-8.681376,-16.342821,-14.154520000000002
-2.4851810000000003,-10.615891,-1.584961
-2.30801,-0.885855,2.825158
-2.422932,-8.882488,-0.708684
-4.716577,-11.908759,-0.866701
-3.4093430000000002,-21.045033,-1.8387470000000001
-3.4189199999999995,-16.836026999999998,3.136404
-10.55843,-16.180016000000002,-13.627796
-12.138602,-17.477673,5.032612
-21.346703,-25.905262,-17.650055
-2.671929,-12.196063,-1.403002
-16.270994,-14.595054000000001,-17.659632000000002
-4.458003,-6.8186860000000005,-2.269703
-0.708684,-1.532289,3.3375169999999996
-5.564124,-4.505887,-0.842759
0.914585,-10.975019999999999,-0.167594
-6.497863,-18.2917,-3.7732620000000003
-10.103531,-11.851298,3.414132
-13.690045000000001,-25.866954999999997,-3.150769
-12.703634,-12.23437,-1.331176
-4.362235,7.584830999999999,7.876924000000001
