accelerometer_X,accelerometer_Y,accelerometer_Z
0.320823,-7.704541000000001,-0.277727
-1.374272,-3.5769370000000005,5.171476
2.39899,-10.376471,-2.1787229999999997
-3.0502130000000003,-1.968034,4.41012
-3.605668,-6.110002,-1.7573439999999998
1.771709,-9.974244,0.986411
5.750873,-19.982008,-0.770933
-3.5338410000000002,-16.395493,-3.3375169999999996
-1.719037,-7.345411,-4.673482
1.723825,-13.431472,0.80924
1.240197,-4.481945,-6.962338000000001
3.227384,-8.566454,1.029507
-3.600879,-16.721106,-17.707516000000002
0.885855,-7.0245869999999995,0.9816229999999999
-1.412579,-2.513912,5.635951
-1.7573439999999998,-8.250418,0.47405200000000003
-3.974375,-17.559074,-2.183512
-21.485565,6.2392900000000004,-16.290148000000002
5.204994999999999,-13.086706,-1.503559
-0.35913,-19.445705,-17.2191
5.7269309999999995,-13.718776,-3.974375
-2.715025,-11.405977,-5.913678
-0.9816229999999999,-10.491392,-4.481945
-4.175488,-1.302446,4.089296
-2.006341,-5.980716,-0.641646
3.160346,-10.357317,-1.221043
-4.299986,-8.633492,6.526594
3.08852,-16.859968,-3.840299
12.952631,-25.01462,0.11971
-5.808333,-13.986926,-2.9592330000000002
