accelerometer_X,accelerometer_Y,accelerometer_Z
-0.124498,3.9264910000000004,9.169792
-0.167594,3.859453,8.844180999999999
-0.18195899999999998,3.7062239999999997,9.212888000000001
0.09097999999999999,4.242526,9.016563
-0.20590100000000003,3.768474,8.480263
-0.20590100000000003,3.816358,8.868122999999999
-0.21069000000000002,3.8307230000000003,8.925583999999999
-0.244209,3.8833949999999997,9.370906
0.014365000000000001,3.8546650000000002,9.284714
0.067038,4.185065,8.834603999999999
-0.019154,3.907337,8.925583999999999
0.110133,3.979163,8.939949
0.019154,3.8403,8.633492
0.033519,3.864242,9.021352
0.023941999999999998,3.801993,9.069236
-0.033519,3.8690300000000004,8.767567
-0.09097999999999999,3.663129,9.050082000000002
0.10534500000000001,3.663129,9.021352
0.062249,3.682282,9.097966
-0.770933,3.3375169999999996,9.045294
-0.071826,4.630386,9.083601
0.033519,5.018247,8.140286
-0.10534500000000001,5.295975,7.996633999999999
-0.20590100000000003,5.363012,8.044518
-0.335188,5.032612,8.494628
0.124498,5.324705000000001,7.872135000000001
-0.014365000000000001,5.104438,8.499416
0.014365000000000001,5.061342,8.178593
0.062249,5.276821,7.881711999999999
0.335188,5.477933999999999,7.838617
