accelerometer_X,accelerometer_Y,accelerometer_Z
0.42616800000000005,-0.019154,9.734824
0.45011,-0.10534500000000001,9.773131
0.3304,0.057461,9.739613
0.378284,-0.014365000000000001,9.744401
0.45011,-0.014365000000000001,9.77792
0.488417,-0.062249,9.749189
0.37349499999999997,-0.047883999999999996,9.749189
0.37349499999999997,-0.014365000000000001,9.787497
0.43095600000000006,0.009577,9.773131
0.416591,-0.038307,9.753978
0.435745,-0.033519,9.749189
0.411803,0.028730000000000002,9.739613
0.42138000000000003,-0.09097999999999999,9.730036
0.39264899999999997,-0.019154,9.753978
0.39264899999999997,-0.033519,9.763555
0.387861,-0.043095999999999995,9.734824
0.38307199999999997,-0.019154,9.725247
0.411803,0.019154,9.744401
0.320823,-0.10055599999999999,9.758766
0.344765,-0.009577,9.753978
0.37349499999999997,0.009577,9.758766
0.416591,-0.033519,9.753978
0.368707,-0.014365000000000001,9.768343
0.378284,-0.023941999999999998,9.730036
0.560243,-0.20590100000000003,9.797073
0.26815100000000003,0.086191,9.725247
0.368707,-0.004788000000000001,9.77792
0.411803,-0.057461,9.77792
0.469264,-0.076614,9.80665
0.397437,-0.028730000000000002,9.720459
