accelerometer_X,accelerometer_Y,accelerometer_Z
-0.526724,5.506664,8.494628
-0.6608,5.372589,7.656657000000001
-0.459687,5.66947,7.843405000000001
-0.306458,5.635951,8.37013
-0.12928699999999999,5.995081,7.460333
0.067038,6.354212,6.746861
-0.42616800000000005,7.1395100000000005,6.378154
-0.5841850000000001,6.177041,7.331046000000001
-0.339977,5.975928,7.1395100000000005
-0.354342,6.631939,6.794745
-0.244209,6.818687,6.947974
-0.440533,6.435614,6.904878
0.114922,5.841851999999999,7.9726919999999994
0.277727,6.550536,7.450756
-0.162806,6.540959,6.5792660000000005
0.14844100000000002,6.153099,7.848192999999999
-0.234632,6.038176999999999,7.61835
-0.057461,6.1387339999999995,7.723694999999999
-0.153229,6.052542,7.599196000000001
-0.45011,6.454768,7.422025
-0.775721,5.813122,7.963114999999999
0.306458,4.817133999999999,8.729258999999999
-0.311246,4.563349,8.595184
-0.110133,4.807557,8.968679
-0.306458,4.534618,8.590396
-0.277727,5.966351,11.089942
-1.441309,7.4699089999999995,7.417236999999999
-1.134852,6.540959,7.666233999999999
-0.45011,5.645528,8.37013
0.18195899999999998,4.6208089999999995,8.331822
