accelerometer_X,accelerometer_Y,accelerometer_Z
0.272939,-0.062249,9.763555
0.272939,-0.062249,9.787497
0.277727,-0.076614,9.734824
0.263362,-0.076614,9.782708
0.253785,-0.057461,9.763555
0.339977,-0.038307,9.763555
0.301669,-0.067038,9.792285000000001
0.244209,-0.028730000000000002,9.753978
0.25857399999999997,-0.13886400000000002,9.768343
0.282516,-0.086191,9.730036
0.253785,-0.09576799999999999,9.77792
0.301669,-0.09576799999999999,9.763555
0.287304,-0.062249,9.787497
0.287304,-0.086191,9.763555
0.311246,-0.114922,9.720459
0.296881,-0.067038,9.773131
0.253785,-0.086191,9.77792
0.263362,-0.071826,9.763555
0.272939,-0.067038,9.768343
0.263362,-0.052672000000000004,9.739613
0.335188,-0.086191,9.787497
0.38307199999999997,-0.071826,9.749189
0.244209,-0.10534500000000001,9.758766
0.277727,-0.09576799999999999,9.787497
0.22026700000000002,-0.067038,9.792285000000001
0.311246,-0.076614,9.749189
0.287304,-0.10055599999999999,9.768343
0.253785,-0.081403,9.758766
0.272939,-0.062249,9.763555
0.296881,-0.09097999999999999,9.753978
