accelerometer_X,accelerometer_Y,accelerometer_Z
0.22026700000000002,-0.033519,9.773131
0.292093,-0.043095999999999995,9.77792
0.167594,-0.043095999999999995,9.773131
0.368707,0.052672000000000004,9.763555
0.234632,-0.019154,9.706094
0.25857399999999997,0.014365000000000001,9.77792
0.26815100000000003,-0.047883999999999996,9.792285000000001
0.26815100000000003,-0.043095999999999995,9.768343
0.26815100000000003,-0.071826,9.773131
0.263362,0.023941999999999998,9.753978
0.21547800000000003,-0.047883999999999996,9.773131
0.22026700000000002,-0.028730000000000002,9.739613
0.244209,-0.028730000000000002,9.768343
-0.656011,-1.996764,7.9248080000000005
-10.448297,0.8523360000000001,4.553772
-2.39899,4.352659,9.179369
-2.3894130000000002,5.995081,6.052542
0.196325,5.300763,8.236054
0.301669,5.401319,7.967903
0.54109,5.688624,8.767567
-0.114922,5.032612,8.159439
0.033519,4.7931919999999995,8.801085
0.13886400000000002,4.7453080000000005,8.183380999999999
-0.35913,4.625598,8.930372
-0.114922,4.999093,8.389283
-0.282516,4.884172,8.451532
-0.17238299999999998,4.922479,8.39886
-0.15801700000000002,5.0086699999999995,8.250419
-0.09097999999999999,4.989517,8.054095
-0.229843,4.922479,8.523358
